Legislator Name,Chamber,District,Party,SB 2095 (2022),HB 1158 (2023),SB 2857 (2024),HB 611 (2025),SB 2748 (2025),HB 895 (2026),HB 1152 (2026),HB 1034 (2026),HB 513 (2026),Score,Grade,Classification,Historical Vote Score,Summary,Contact Link,Eligible Weight,Publish?,Slug,Featured?
Omeria Scott,House,80,Democrat,OPPOSE,SUPPORT,SUPPORT,SUPPORT,SUPPORT,OPPOSE,SUPPORT,SUPPORT,ABSENT,80,B,Supporter,160,Omeria Scott has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Omeria Scott,200,Yes,omeria-scott,No
Stephen A. Horne,House,81,Republican,OPPOSE,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,88,B,Supporter,175,Stephen A. Horne has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Stephen A. Horne,200,Yes,stephen-a-horne,No
Gregory Elliot,House,82,Democrat,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,83,B,Supporter,165,Gregory Elliot has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Gregory Elliot,200,Yes,gregory-elliot,No
Billy Adam Calvert,House,83,Republican,OPPOSE,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,88,B,Supporter,175,Billy Adam Calvert has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Billy Adam Calvert,200,Yes,billy-adam-calvert,No
Troy Smith,House,84,Republican,OPPOSE,ABSENT,SUPPORT,ABSENT,ABSENT,ABSENT,OPPOSE,SUPPORT,SUPPORT,69,C,Mixed / Persuadable,137.5,Troy Smith has a mixed record on 3MA’s tracked medical cannabis priorities and may be persuadable on future reforms.,Troy Smith,200,Yes,troy-smith,No
Jeffery Harness,House,85,Democrat,SUPPORT,SUPPORT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,96,A,Strong Supporter,192.5,Jeffery Harness supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Jeffery Harness,200,Yes,jeffery-harness,No
Shane Barnett,House,86,Republican,OPPOSE,SUPPORT,SUPPORT,SUPPORT,SUPPORT,OPPOSE,SUPPORT,SUPPORT,SUPPORT,80,B,Supporter,160,Shane Barnett has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Shane Barnett,200,Yes,shane-barnett,No
Joseph Tubb,House,87,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Joseph Tubb supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Joseph Tubb,200,Yes,joseph-tubb,No
Charles Blackwell,House,88,Republican,N/A,N/A,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,160,Charles Blackwell supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Charles Blackwell,160,Yes,charles-blackwell,No
Donnie Scoggin,House,89,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Donnie Scoggin supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Donnie Scoggin,200,Yes,donnie-scoggin,No
Noah Sanford,House,90,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,ABSENT,ABSENT,SUPPORT,SUPPORT,93,A,Strong Supporter,185,Noah Sanford supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Noah Sanford,200,Yes,noah-sanford,No
Bob Evans,House,91,Democrat,SUPPORT,ABSENT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,93,A,Strong Supporter,185,Bob Evans supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Bob Evans,200,Yes,bob-evans,No
Becky Currie,House,92,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Becky Currie supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Becky Currie,200,Yes,becky-currie,No
Timmy Ladner,House,93,Republican,OPPOSE,OPPOSE,SUPPORT,OPPOSE,OPPOSE,OPPOSE,SUPPORT,SUPPORT,SUPPORT,65,C,Mixed / Persuadable,130,Timmy Ladner has a mixed record on 3MA’s tracked medical cannabis priorities and may be persuadable on future reforms.,Timmy Ladner,200,Yes,timmy-ladner,No
Robert Johnson III,House,94,Democrat,SUPPORT,SUPPORT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,96,A,Strong Supporter,192.5,Robert Johnson III supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Robert Johnson III,200,Yes,robert-johnson-iii,No
Jay McKnight,House,95,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Jay McKnight supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Jay McKnight,200,Yes,jay-mcknight,No
Angela Cockerham,House,96,Independent,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Angela Cockerham supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Angela Cockerham,200,Yes,angela-cockerham,No
"Sam Mims, V",House,97,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,"Sam Mims, V supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.","Sam Mims, V",200,Yes,sam-mims-v,No
Daryl Porter,House,98,Democrat,SUPPORT,SUPPORT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,96,A,Strong Supporter,192.5,Daryl Porter supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Daryl Porter,200,Yes,daryl-porter,No
Bill Pigott,House,99,Republican,SUPPORT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,96,A,Strong Supporter,192.5,Bill Pigott supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Bill Pigott,200,Yes,bill-pigott,No
Ken Morgan,House,100,Republican,OPPOSE,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,ABSENT,SUPPORT,SUPPORT,84,B,Supporter,167.5,Ken Morgan has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Ken Morgan,200,Yes,ken-morgan,No
Kent McCarty,House,101,Republican,SUPPORT,SUPPORT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,96,A,Strong Supporter,192.5,Kent McCarty supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Kent McCarty,200,Yes,kent-mccarty,No
Missy McGee,House,102,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Missy McGee supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Missy McGee,200,Yes,missy-mcgee,No
Percy Watson,House,103,Democrat,SUPPORT,SUPPORT,SUPPORT,SUPPORT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,96,A,Strong Supporter,192.5,Percy Watson supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Percy Watson,200,Yes,percy-watson,No
Larry Byrd,House,104,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Larry Byrd supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Larry Byrd,200,Yes,larry-byrd,No
Elliot Burch,House,105,Republican,N/A,N/A,SUPPORT,SUPPORT,SUPPORT,SUPPORT,OPPOSE,SUPPORT,SUPPORT,91,A,Strong Supporter,145,Elliot Burch supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Elliot Burch,160,Yes,elliot-burch,No
Jansen Owen,House,106,Republican,OPPOSE,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,ABSENT,88,B,Supporter,175,Jansen Owen has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Jansen Owen,200,Yes,jansen-owen,No
Steve Lott,House,107,Republican,N/A,N/A,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,160,Steve Lott supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Steve Lott,160,Yes,steve-lott,No
Stacey Hobgood-Wilkes,House,108,Republican,OPPOSE,OPPOSE,ABSENT,OPPOSE,OPPOSE,OPPOSE,OPPOSE,OPPOSE,ABSENT,4,F,Opposed,7.5,Stacey Hobgood-Wilkes is classified as opposed based on 3MA’s tracked medical cannabis votes from 2022–2026.,Stacey Hobgood-Wilkes,200,Yes,stacey-hobgoodwilkes,No
Manly Barton,House,109,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Manly Barton supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Manly Barton,200,Yes,manly-barton,No
Jeramey Anderson,House,110,Democrat,SUPPORT,SUPPORT,ABSENT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,96,A,Strong Supporter,192.5,Jeramey Anderson supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Jeramey Anderson,200,Yes,jeramey-anderson,No
Jimmy Fondren,House,111,Republican,N/A,N/A,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,160,Jimmy Fondren supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Jimmy Fondren,160,Yes,jimmy-fondren,No
John Read,House,112,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,John Read supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,John Read,200,Yes,john-read,No
Henry Zuber III,House,113,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Henry Zuber III supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Henry Zuber III,200,Yes,henry-zuber-iii,No
Jeffrey Guice,House,114,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Jeffrey Guice supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Jeffrey Guice,200,Yes,jeffrey-guice,No
Zachary Grady,House,115,Republican,N/A,N/A,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,160,Zachary Grady supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Zachary Grady,160,Yes,zachary-grady,No
Casey Eure,House,116,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Casey Eure supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Casey Eure,200,Yes,casey-eure,No
Kevin Felsher,House,117,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Kevin Felsher supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Kevin Felsher,200,Yes,kevin-felsher,No
Greg Haney,House,118,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,ABSENT,ABSENT,SUPPORT,SUPPORT,93,A,Strong Supporter,185,Greg Haney supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Greg Haney,200,Yes,greg-haney,No
Jeffrey Hulum III,House,119,Democrat,N/A,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,175,Jeffrey Hulum III supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Jeffrey Hulum III,175,Yes,jeffrey-hulum-iii,No
Richard Bennett,House,120,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Richard Bennett supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Richard Bennett,200,Yes,richard-bennett,No
Carolyn Crawford,House,121,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,OPPOSE,OPPOSE,SUPPORT,SUPPORT,85,B,Supporter,170,Carolyn Crawford has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Carolyn Crawford,200,Yes,carolyn-crawford,No
Brent Anderson,House,122,Republican,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,SUPPORT,100,A,Strong Supporter,200,Brent Anderson supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Brent Anderson,200,Yes,brent-anderson,No
Michael McLendon,Senate,1,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,OPPOSE,OPPOSE,N/A,N/A,70,C,Mixed / Persuadable,70,Michael McLendon has a mixed record on 3MA’s tracked medical cannabis priorities and may be persuadable on future reforms.,Michael McLendon,100,Yes,michael-mclendon,No
Theresa Gillespie Isom,Senate,2,Democrat,N/A,N/A,N/A,N/A,N/A,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,30,Theresa Gillespie Isom supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Theresa Gillespie Isom,30,Yes,theresa-gillespie-isom,No
Kathy L. Chism,Senate,3,Republican,OPPOSE,OPPOSE,SUPPORT,N/A,OPPOSE,OPPOSE,OPPOSE,N/A,N/A,15,F,Opposed,15,Kathy L. Chism is classified as opposed based on 3MA’s tracked medical cannabis votes from 2022–2026.,Kathy L. Chism,100,Yes,kathy-l-chism,No
Rita Potts Parks,Senate,4,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,OPPOSE,OPPOSE,OPPOSE,N/A,N/A,55,D,Weak / Inconsistent,55,Rita Potts Parks has shown weak or inconsistent alignment with 3MA’s tracked medical cannabis priorities.,Rita Potts Parks,100,Yes,rita-potts-parks,No
Daniel H. Sparks,Senate,5,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,OPPOSE,SUPPORT,OPPOSE,N/A,N/A,70,C,Mixed / Persuadable,70,Daniel H. Sparks has a mixed record on 3MA’s tracked medical cannabis priorities and may be persuadable on future reforms.,Daniel H. Sparks,100,Yes,daniel-h-sparks,No
Chad McMahan,Senate,6,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Chad McMahan supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Chad McMahan,100,Yes,chad-mcmahan,No
Hob Bryan,Senate,7,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Hob Bryan supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Hob Bryan,100,Yes,hob-bryan,No
Benjamin Suber,Senate,8,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,OPPOSE,OPPOSE,OPPOSE,N/A,N/A,55,D,Weak / Inconsistent,55,Benjamin Suber has shown weak or inconsistent alignment with 3MA’s tracked medical cannabis priorities.,Benjamin Suber,100,Yes,benjamin-suber,No
Nicole Boyd,Senate,9,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Nicole Boyd supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Nicole Boyd,100,Yes,nicole-boyd,No
Neil S. Whaley,Senate,10,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,OPPOSE,OPPOSE,N/A,N/A,70,C,Mixed / Persuadable,70,Neil S. Whaley has a mixed record on 3MA’s tracked medical cannabis priorities and may be persuadable on future reforms.,Neil S. Whaley,100,Yes,neil-s-whaley,No
Reginald Jackson,Senate,11,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Reginald Jackson supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Reginald Jackson,100,Yes,reginald-jackson,No
Derrick T. Simmons,Senate,12,Democrat,SUPPORT,ABSENT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,93,A,Strong Supporter,92.5,Derrick T. Simmons supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Derrick T. Simmons,100,Yes,derrick-t-simmons,No
Sarita Simmons,Senate,13,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Sarita Simmons supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Sarita Simmons,100,Yes,sarita-simmons,No
Lydia Graves Chassaniol,Senate,14,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Lydia Graves Chassaniol supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Lydia Graves Chassaniol,100,Yes,lydia-graves-chassaniol,No
Bart Williams,Senate,15,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Bart Williams supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Bart Williams,100,Yes,bart-williams,No
Angela Turner-Ford,Senate,16,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Angela Turner-Ford supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Angela Turner-Ford,100,Yes,angela-turnerford,No
Chuck Younger,Senate,17,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Chuck Younger supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Chuck Younger,100,Yes,chuck-younger,No
Lane Taylor,Senate,18,Republican,N/A,N/A,N/A,N/A,N/A,OPPOSE,OPPOSE,N/A,N/A,0,F,Opposed,0,Lane Taylor is classified as opposed based on 3MA’s tracked medical cannabis votes from 2022–2026.,Lane Taylor,30,Yes,lane-taylor,No
Kevin Blackwell,Senate,19,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A+,Champion Leader,150,Kevin Blackwell is classified as a Champion Leader based on 3MA’s designation as a primary medical cannabis bill author or legislative champion.,Kevin Blackwell,100,Yes,kevin-blackwell,Yes
Josh Harkins,Senate,20,Republican,ABSENT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,88,B,Supporter,87.5,Josh Harkins has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Josh Harkins,100,Yes,josh-harkins,No
Bradford Blackmon,Senate,21,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Bradford Blackmon supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Bradford Blackmon,100,Yes,bradford-blackmon,No
Joseph Thomas,Senate,22,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Joseph Thomas supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Joseph Thomas,100,Yes,joseph-thomas,No
Briggs Hopson,Senate,23,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,OPPOSE,OPPOSE,N/A,N/A,70,C,Mixed / Persuadable,70,Briggs Hopson has a mixed record on 3MA’s tracked medical cannabis priorities and may be persuadable on future reforms.,Briggs Hopson,100,Yes,briggs-hopson,No
Justin Pope,Senate,24,Democrat,N/A,N/A,N/A,N/A,N/A,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,30,Justin Pope supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Justin Pope,30,Yes,justin-pope,No
J. Walter Michel,Senate,25,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,OPPOSE,SUPPORT,N/A,N/A,85,B,Supporter,85,J. Walter Michel has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,J. Walter Michel,100,Yes,j-walter-michel,No
Kameisha Mumford,Senate,26,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Kameisha Mumford supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Kameisha Mumford,100,Yes,kameisha-mumford,No
Hillman Terome Frazier,Senate,27,Democrat,SUPPORT,ABSENT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,93,A,Strong Supporter,92.5,Hillman Terome Frazier supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Hillman Terome Frazier,100,Yes,hillman-terome-frazier,No
Sollie B. Norwood,Senate,28,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,OPPOSE,SUPPORT,N/A,N/A,85,B,Supporter,85,Sollie B. Norwood has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Sollie B. Norwood,100,Yes,sollie-b-norwood,No
David Blount,Senate,29,Democrat,SUPPORT,ABSENT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,93,A,Strong Supporter,92.5,David Blount supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,David Blount,100,Yes,david-blount,No
Dean Kirby,Senate,30,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Dean Kirby supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Dean Kirby,100,Yes,dean-kirby,No
Tyler McCaughn,Senate,31,Republican,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,OPPOSE,OPPOSE,N/A,N/A,70,C,Mixed / Persuadable,70,Tyler McCaughn has a mixed record on 3MA’s tracked medical cannabis priorities and may be persuadable on future reforms.,Tyler McCaughn,100,Yes,tyler-mccaughn,No
Rod Hickman,Senate,32,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Rod Hickman supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Rod Hickman,100,Yes,rod-hickman,No
Jeff Tate,Senate,33,Republican,OPPOSE,ABSENT,SUPPORT,N/A,OPPOSE,OPPOSE,OPPOSE,N/A,N/A,23,F,Opposed,22.5,Jeff Tate is classified as opposed based on 3MA’s tracked medical cannabis votes from 2022–2026.,Jeff Tate,100,Yes,jeff-tate,No
Juan Barnett,Senate,34,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Juan Barnett supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Juan Barnett,100,Yes,juan-barnett,No
Andy Berry,Senate,35,Republican,N/A,N/A,SUPPORT,N/A,OPPOSE,OPPOSE,OPPOSE,N/A,N/A,25,F,Opposed,15,Andy Berry is classified as opposed based on 3MA’s tracked medical cannabis votes from 2022–2026.,Andy Berry,60,Yes,andy-berry,No
Brian Rhodes,Senate,36,Republican,N/A,N/A,SUPPORT,N/A,SUPPORT,OPPOSE,SUPPORT,N/A,N/A,75,B,Supporter,45,Brian Rhodes has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Brian Rhodes,60,Yes,brian-rhodes,No
Albert Butler,Senate,37,Democrat,SUPPORT,SUPPORT,SUPPORT,N/A,SUPPORT,SUPPORT,SUPPORT,N/A,N/A,100,A,Strong Supporter,100,Albert Butler supported 3MA’s tracked medical cannabis priorities at a high level but is not classified as a Champion Leader absent authorship or recorded champion status.,Albert Butler,100,Yes,albert-butler,No
Gary Brumfield,Senate,38,Democrat,N/A,N/A,SUPPORT,N/A,SUPPORT,SUPPORT,ABSENT,N/A,N/A,88,B,Supporter,52.5,Gary Brumfield has a generally supportive voting record on 3MA’s tracked medical cannabis priorities.,Gary Brumfield,60,Yes,gary-brumfield,No
Jason Barrett,Senate,39,Republican,SUPPORT,OPPOSE,SUPPORT,N/A,OPPOSE,SUPPORT,OPPOSE,N/A,N/A,55,D,Weak / Inconsistent,55,Jason Barrett has shown weak or inconsistent alignment with 3MA’s tracked medical cannabis priorities.,Jason Barrett,100,Yes,jason-barrett,No
